iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2
2.0,2.0,0,3.0,1,1,10.0,3.0,7.17,10.0,1.0,11.0,0,0.29,1,27.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,0,8.0,7.0,6.0,9.0,7.0,4.0,7.0,2.0,2.0,24.0,law,1.0,Brown,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,8.31,13.91,17.23,17.87,10.38,12.39,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,7.55,4.17,7.55,9.67,5.68,0,5.0,7.0,8.0,4.0,6.0,3.0,6.0,4.0,2.0,3.0,5.0,2.0,1.64,18.92,18.92,21.62,27.03,5.41,8.11,8.04,17.19,16.7,17.08,15.41,14.32,29.705600000000004,11.5884,10.4518,22.115600000000004,8.019100000000002,14.638600000000002,7.0,6.0,8.0,9.0,4.0,7.36,5.87,8.05,8.95,7.5
2.0,2.0,0,3.0,1,1,10.0,3.0,7.16,9.0,2.0,12.0,0,0.18,1,22.0,2.0,60.0,0.0,0.0,40.0,0.0,0.0,0,7.0,6.0,10.0,6.0,6.0,5.0,8.0,4.0,2.0,24.0,law,1.0,Brown,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,8.31,13.91,17.23,17.87,10.38,12.39,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,7.55,4.17,7.55,9.67,5.68,0,8.0,5.0,6.0,6.0,9.0,6.0,7.0,3.0,2.0,3.0,5.0,2.0,1.64,18.92,18.92,21.62,27.03,5.41,8.11,8.04,17.19,16.7,17.08,15.41,14.32,29.705600000000004,11.5884,10.4518,22.115600000000004,8.019100000000002,14.638600000000002,7.0,6.0,8.0,9.0,4.0,7.36,5.87,8.05,8.96,7.5
2.0,2.0,0,3.0,1,1,10.0,3.0,7.32,6.0,3.0,13.0,0,0.1,0,22.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,24.0,law,1.0,Brown,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,8.31,13.91,17.23,17.87,10.38,12.34,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,7.55,4.17,7.55,9.67,5.68,0,5.0,8.0,9.0,6.0,3.0,4.0,6.0,7.0,2.0,3.0,5.0,2.0,1.64,18.92,18.92,21.62,27.03,5.41,8.11,8.04,17.19,16.7,17.08,15.41,14.32,29.705600000000004,11.5884,10.4518,22.115600000000004,8.019100000000002,14.638600000000002,7.0,6.0,8.0,9.0,4.0,7.36,5.87,8.05,8.95,7.5
2.0,2.0,0,3.0,1,1,10.0,3.0,7.17,1.0,4.0,14.0,1,-0.21,1,23.0,2.0,30.0,5.0,15.0,40.0,5.0,5.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,2.0,24.0,law,1.0,Brown,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,8.31,13.91,17.23,17.87,10.38,12.39,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,7.55,4.17,7.55,9.67,5.68,1,7.0,9.0,7.0,6.0,5.0,7.0,7.0,8.0,2.0,3.0,5.0,2.0,1.64,18.92,18.92,21.62,27.03,5.41,8.11,8.04,17.19,16.7,17.08,15.41,14.32,29.705600000000004,11.5884,10.4518,22.115600000000004,8.019100000000002,14.638600000000002,7.0,6.0,8.0,9.0,4.0,7.36,5.87,8.05,8.95,7.5
2.0,2.0,0,3.0,1,1,10.0,3.0,7.04,3.0,5.0,15.0,0,0.32,0,24.0,3.0,30.0,10.0,20.0,10.0,10.0,20.0,1,10.0,10.0,10.0,10.0,7.0,8.0,10.0,1.0,1.0,24.0,law,1.0,Brown,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,8.31,13.93,17.23,17.87,10.38,12.39,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,7.55,4.09,7.58,9.67,5.6,0,6.0,8.0,7.0,9.0,7.0,8.0,8.0,6.0,1.0,3.0,5.0,2.0,1.64,18.92,18.92,21.62,27.03,5.41,8.11,8.04,17.19,16.7,17.08,15.45,14.32,29.705600000000004,11.5884,10.4518,22.115600000000004,8.019100000000002,14.638600000000002,7.0,6.0,8.0,9.0,4.0,7.36,5.87,8.05,8.95,7.5
2.0,2.0,0,3.0,1,1,10.0,3.0,7.13,2.0,6.0,16.0,0,0.73,1,25.0,2.0,50.0,0.0,30.0,10.0,0.0,10.0,1,7.0,8.0,7.0,5.0,7.0,7.0,7.0,5.0,2.0,24.0,law,1.0,Brown,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,8.31,13.91,17.23,17.87,10.38,12.39,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,7.55,4.17,7.55,9.67,5.68,0,8.0,7.0,8.0,3.0,6.0,2.0,6.0,5.0,2.0,3.0,5.0,2.0,1.64,18.92,18.92,21.62,27.03,5.41,8.11,8.04,17.19,16.7,17.08,15.41,14.32,29.705600000000004,11.5884,10.4518,22.115600000000004,8.019100000000002,14.638600000000002,7.0,6.0,8.0,9.0,4.0,7.36,5.87,8.05,8.95,7.5
2.0,2.0,0,3.0,1,1,10.0,3.0,7.18,7.0,7.0,17.0,0,0.6,1,30.0,2.0,35.0,15.0,25.0,10.0,5.0,10.0,0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,24.0,law,1.0,Brown,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,8.31,13.91,17.23,17.87,10.38,12.34,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,7.55,4.17,7.55,9.67,5.68,1,7.0,5.0,9.0,6.0,7.0,9.0,8.0,7.0,2.0,3.0,5.0,2.0,1.64,18.92,18.92,21.62,27.03,5.41,8.11,8.04,17.19,16.7,17.08,15.41,14.32,29.705600000000004,11.5884,10.4518,22.115600000000004,8.019100000000002,14.638600000000002,7.0,6.0,8.0,9.0,4.0,7.36,5.87,8.05,8.95,7.5
2.0,2.0,0,3.0,1,1,10.0,3.0,7.11,8.0,8.0,18.0,0,0.07,1,27.0,2.0,33.33,11.11,11.11,11.11,11.11,22.22,1,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,2.0,24.0,law,1.0,Brown,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,8.31,13.91,17.23,17.87,10.38,12.39,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,7.55,4.17,7.55,9.67,5.68,0,5.0,8.0,7.0,5.0,9.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,1.64,18.92,18.92,21.62,27.03,5.41,8.11,8.04,17.19,16.7,17.08,15.41,14.32,29.705600000000004,11.5884,10.4518,22.115600000000004,8.019100000000002,14.638600000000002,7.0,6.0,8.0,9.0,4.0,7.36,5.87,8.05,8.95,7.5
2.0,2.0,0,3.0,1,1,10.0,3.0,7.12,4.0,9.0,19.0,1,0.11,1,28.0,2.0,50.0,0.0,25.0,10.0,0.0,15.0,1,8.0,6.0,9.0,9.0,8.0,7.0,8.0,8.0,2.0,24.0,law,1.0,Brown,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,8.31,13.91,17.23,17.87,10.38,12.39,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,7.55,4.17,7.55,9.67,5.68,1,7.0,6.0,8.0,9.0,4.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,1.64,18.92,18.92,21.62,27.03,5.41,8.11,8.04,17.19,16.7,17.08,15.41,14.32,29.705600000000004,11.5884,10.4518,22.115600000000004,8.019100000000002,14.638600000000002,7.0,6.0,8.0,9.0,4.0,7.36,5.87,8.05,8.95,7.5
2.0,2.0,0,3.0,1,1,10.0,3.0,7.14,5.0,10.0,20.0,0,0.39,1,24.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0,6.0,5.0,7.0,7.0,9.0,7.0,6.0,9.0,2.0,24.0,law,1.0,Brown,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,8.31,13.91,17.23,17.87,10.38,12.39,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,7.55,4.17,7.55,9.67,5.68,1,6.0,7.0,8.0,7.0,9.0,8.0,8.0,7.0,2.0,3.0,5.0,2.0,1.68,18.92,18.92,21.62,27.03,5.41,8.11,8.04,17.19,16.7,17.08,15.41,14.32,29.705600000000004,11.5884,10.4518,22.115600000000004,8.019100000000002,14.638600000000002,7.0,6.0,8.0,9.0,4.0,7.36,5.87,8.05,8.95,7.5
3.0,3.0,0,5.0,1,1,10.0,9.0,7.4,6.0,1.0,11.0,0,-0.24,1,27.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,0,7.0,8.0,6.0,5.0,8.0,4.0,5.0,2.0,1.0,25.0,Economics,2.0,"University of Maryland, and Oxford",2.0,8.0,4.0,Connecticut,"6,268",41853.46,6.0,3.0,1.0,Economist,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,7.88,9.96,13.12,26.95,14.58,6.69,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,7.18,9.35,8.41,6.05,7.72,0,7.0,9.0,10.0,7.0,8.0,9.0,8.0,7.0,1.0,3.34,6.13,1.93,1.74,44.5,8.8354,28.8414,25.45,5.167000000000001,5.523599999999999,8.07,12.98,13.16,25.37,9.28,6.82,35.49940000000001,16.7689,16.723699999999997,28.324300000000004,6.5527999999999995,12.843899999999996,7.98,9.04,9.04,6.83,7.87,7.86,8.71,8.18,6.39,7.63
3.0,3.0,0,5.0,1,1,10.0,9.0,7.48,5.0,2.0,12.0,0,-0.14,1,22.0,2.0,60.0,0.0,0.0,40.0,0.0,0.0,0,6.0,7.0,10.0,6.0,6.0,5.0,7.0,3.0,2.0,25.0,Economics,2.0,"University of Maryland, and Oxford",2.0,8.0,4.0,Connecticut,"6,268",41376.24,6.0,3.0,1.0,Economist,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,7.88,11.56,13.12,26.45,14.58,6.73,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,7.16,9.36,8.41,6.03,7.72,0,9.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0,3.37,6.15,1.93,1.74,31.081000000000014,9.335500000000001,28.8414,25.45,5.087,5.473599999999999,8.07,16.63,13.19,25.17,9.28,6.77,35.589400000000005,13.110399999999997,17.0553,28.6243,6.5527999999999995,13.016499999999994,7.98,9.04,9.03,6.84,7.88,7.86,8.71,8.18,6.39,7.63
